,0
0,1197565.6246248323
1,1197700.0032207193
2,1198759.9397931388
3,1196759.447347787
4,1197224.0115779121
5,1194321.1010988578
6,1189311.1285451518
7,1179869.2715762532
8,1189419.0415823183
9,1186950.5053178438
10,1182499.156136931
11,1200915.8261068591
12,1196231.3851010588
13,1207017.7010005084
14,1220484.1182476971
15,1217695.6036151676
16,1215175.444186635
17,1210536.322354896
18,1210830.5501595305
19,1209619.2273069888
20,1209470.546442805
21,1209123.0094087566
22,1209935.0882199837
23,1210587.2577926011
24,1210191.036703499
25,1210191.036703499
26,1210191.036703499
27,1210091.8989251717
28,1209999.9909997084
29,1209999.9909997084
30,1209999.9909997084
31,1209999.9909997084
32,1209999.9909997084
33,1209999.9909997084
34,1210050.0109300222
35,1210352.4105931723
36,1210166.841480926
37,1209933.3930805903
38,1209234.0788968094
39,1207925.8573130176
40,1209850.6552696521
41,1210788.907841912
42,1210905.5789666926
43,1209022.6237083413
44,1210917.277967677
45,1210899.8591374294
46,1211106.4073296238
47,1209212.001306137
48,1213323.673135008
49,1218525.5275447464
50,1214977.1242125817
51,1211080.5689699706
52,1219541.4833245222
53,1217289.8217202097
54,1214956.4438826134
55,1210895.2365766475
56,1204858.2311514735
57,1209106.358494365
58,1206824.6092644169
59,1215303.6262452952
60,1207337.8027433667
61,1211277.6258379393
62,1219056.3121250204
