,0
0,1099291.3046000004
1,1092609.0167200002
2,1103245.1190000002
3,1103270.40257
4,1104915.3568100003
5,1115441.1339600002
6,1102257.93846
7,1099869.2435200003
8,1096870.7255000002
9,1098200.6401000004
10,1096206.7471800004
11,1098334.6467100002
12,1099367.3117300002
13,1096266.8180100003
14,1090884.0559
15,1094704.4728500003
16,1097872.90027
17,1094293.0156800002
18,1092794.6374300001
19,1088734.7349500002
20,1088248.3110800004
21,1083420.0599800004
22,1078624.66323
23,1072737.0711400004
24,1068796.3680600002
25,1088251.4105099998
26,1092282.0130000003
27,1112991.9199700004
28,1111425.0429700003
29,1108617.1260700002
30,1100772.5626300003
31,1109426.4026300004
32,1111586.5126300002
33,1108179.5526300003
34,1105452.7126300002
35,1113005.1726300002
36,1111702.4526300004
37,1111975.4026300001
38,1117982.80263
39,1113555.08263
40,1113303.9426300002
41,1109739.79263
42,1109209.4626300004
43,1111119.1526300001
44,1111302.3826300004
45,1113519.7826300005
46,1121454.7126300002
47,1125365.4226300002
48,1137642.2326300004
49,1144451.7926300003
50,1153547.9226300004
51,1148573.3026300003
52,1155400.3726300003
53,1155697.01263
54,1158258.4926300002
55,1159852.8826300004
56,1156754.4726300002
57,1155479.4026300001
58,1156558.8726300003
59,1159031.2526300002
60,1152653.4726300002
61,1152098.1426300001
62,1147797.4826300004
