,0
0,1159427.1010229785
1,1157114.787677077
2,1154444.2527259379
3,1171552.3954280706
4,1180562.9560282591
5,1186542.4045062196
6,1187815.50076987
7,1198887.8489125813
8,1199562.1640823819
9,1201630.0470329134
10,1201854.5216758372
11,1204226.5637820696
12,1196408.870247854
13,1199887.5052648261
14,1191817.314329327
15,1194575.9238297944
16,1193852.3634861705
17,1183776.0944368162
18,1182228.065413323
19,1168505.1529282797
20,1163851.652181883
21,1170765.4951158771
22,1168097.357503257
23,1175704.243021263
24,1180851.1437985932
25,1183728.3553563894
26,1175071.337906769
27,1182099.815460433
28,1182395.8364488443
29,1190537.787809145
30,1190039.3465143319
31,1189463.2567756397
32,1195454.430533029
33,1189057.3693167637
34,1189295.7586791764
35,1186897.0694136808
36,1185196.7714359316
37,1183342.5893648947
38,1179319.0340513901
39,1185460.4339950003
40,1181600.151636887
41,1174419.1190014617
42,1173012.3352826878
43,1180418.7055642002
44,1189705.55479286
45,1189066.0423362711
46,1197136.572771303
47,1167867.127338413
48,1179021.6306005009
49,1157337.779111761
50,1150458.5773024193
51,1158191.263310312
52,1148246.9487697526
53,1150135.1573030322
54,1147046.2436979658
55,1159593.5933895318
56,1166359.496150028
57,1160187.1047597348
58,1149066.4610979783
59,1154326.5928474048
60,1173067.5605767905
61,1160792.1415403003
62,1172517.0471939927
