,0
0,1440958.096828456
1,1439760.984912986
2,1439586.463401228
3,1439586.463401228
4,1439586.463401228
5,1439586.463401228
6,1439586.463401228
7,1439586.463401228
8,1439586.463401228
9,1439586.463401228
10,1439586.463401228
11,1439586.463401228
12,1439586.463401228
13,1439586.463401228
14,1439586.463401228
15,1439586.463401228
16,1439586.463401228
17,1439586.463401228
18,1439586.463401228
19,1439586.463401228
20,1439586.463401228
21,1439586.463401228
22,1439586.463401228
23,1439586.463401228
24,1439586.463401228
25,1439586.463401228
26,1439586.463401228
27,1439586.463401228
28,1439028.9313953763
29,1438849.4660669703
30,1438849.4660669703
31,1438849.4660669703
32,1438849.4660669703
33,1438849.4660669703
34,1438849.4660669703
35,1438849.4660669703
36,1438849.4660669703
37,1438849.4660669703
38,1438849.4660669703
39,1438849.4660669703
40,1438849.4660669703
41,1438849.4660669703
42,1438849.4660669703
43,1438849.4660669703
44,1438849.4660669703
45,1438849.4660669703
46,1438849.4660669703
47,1438849.4660669703
48,1438849.4660669703
49,1438849.4660669703
50,1438849.4660669703
51,1438849.4660669703
52,1438849.4660669703
53,1438849.4660669703
54,1438849.4660669703
55,1438849.4660669703
56,1438849.4660669703
57,1438849.4660669703
58,1438849.4660669703
59,1438849.4660669703
60,1438849.4660669703
61,1438849.4660669703
62,1438849.4660669703
