,0
0,1084690.6270069715
1,1077336.4152776017
2,1073336.7781555376
3,1088178.752130995
4,1094231.8964155975
5,1100081.3562931493
6,1100045.8518665666
7,1104172.0420047336
8,1105414.870801358
9,1103605.927699402
10,1106350.536009402
11,1105910.442959402
12,1103291.4402494018
13,1104611.932259402
14,1098344.983299402
15,1103404.244849402
16,1097941.3574894017
17,1094978.599799402
18,1095505.0892594021
19,1090062.252449402
20,1088000.071299402
21,1089459.1281594017
22,1087947.5879394019
23,1092578.603039402
24,1092861.8385594022
25,1091985.693149402
26,1091472.350789402
27,1096373.8807894017
28,1095110.940789402
29,1097015.1507894017
30,1088492.0107894018
31,1091844.590789402
32,1089604.0207894018
33,1086264.5607894019
34,1081656.2207894018
35,1084329.660789402
36,1081104.0507894019
37,1080469.840789402
38,1079004.570789402
39,1086004.5607894019
40,1081887.940789402
41,1079962.4807894018
42,1078264.6007894017
43,1082076.1007894017
44,1086588.0007894018
45,1087822.2907894019
46,1086243.370789402
47,1063462.7807894018
48,1077537.0507894019
49,1060155.640789402
50,1059938.9707894018
51,1069530.8807894017
52,1066187.440789402
53,1064736.8607894017
54,1066025.820789402
55,1075198.770789402
56,1081705.350789402
57,1072917.430789402
58,1063688.960789402
59,1072754.860789402
60,1083621.880789402
61,1075058.340789402
62,1086162.880789402
