,0
0,1332450.7919734698
1,1345643.4505259513
2,1352990.5068980483
3,1351637.5397823958
4,1351637.5397823958
5,1351637.5397823958
6,1351637.5397823958
7,1351637.5397823958
8,1351637.5397823958
9,1351637.5397823958
10,1351637.5397823958
11,1351637.5397823958
12,1351637.5397823958
13,1351637.5397823958
14,1351637.5397823958
15,1351637.5397823958
16,1351637.5397823958
17,1351637.5397823958
18,1351637.5397823958
19,1351637.5397823958
20,1351637.5397823958
21,1351637.5397823958
22,1351637.5397823958
23,1351637.5397823958
24,1351637.5397823958
25,1351637.5397823958
26,1351637.5397823958
27,1351637.5397823958
28,1351637.5397823958
29,1351637.5397823958
30,1351637.5397823958
31,1351637.5397823958
32,1351637.5397823958
33,1351637.5397823958
34,1351637.5397823958
35,1351637.5397823958
36,1351637.5397823958
37,1351637.5397823958
38,1351637.5397823958
39,1351637.5397823958
40,1351637.5397823958
41,1351637.5397823958
42,1351637.5397823958
43,1351637.5397823958
44,1351637.5397823958
45,1351637.5397823958
46,1351637.5397823958
47,1351637.5397823958
48,1351637.5397823958
49,1351637.5397823958
50,1351637.5397823958
51,1348892.7237391914
52,1349525.5305411713
53,1349902.049158633
54,1332266.0809138087
55,1315808.3169066082
56,1339958.4546401815
57,1325474.1112879463
58,1325351.6971490325
59,1338174.926311649
60,1308105.7386865541
61,1325486.6536430528
62,1339025.0979361583
