,0
0,1549507.2697522754
1,1548690.8770561167
2,1548527.3696627913
3,1548527.3696627913
4,1548527.3696627913
5,1548527.3696627913
6,1548527.3696627913
7,1548527.3696627913
8,1548527.3696627913
9,1548527.3696627913
10,1548527.3696627913
11,1548527.3696627913
12,1548527.3696627913
13,1548527.3696627913
14,1548527.3696627913
15,1548527.3696627913
16,1548527.3696627913
17,1548527.3696627913
18,1548527.3696627913
19,1548527.3696627913
20,1548527.3696627913
21,1548527.3696627913
22,1548527.3696627913
23,1548527.3696627913
24,1548527.3696627913
25,1548527.3696627913
26,1548527.3696627913
27,1548527.3696627913
28,1548527.3696627913
29,1548527.3696627913
30,1548527.3696627913
31,1548527.3696627913
32,1548527.3696627913
33,1548527.3696627913
34,1548527.3696627913
35,1548527.3696627913
36,1548527.3696627913
37,1548821.3785765823
38,1548500.7958193566
39,1548149.845914273
40,1548149.845914273
41,1548149.845914273
42,1552545.2843422391
43,1552380.7402522787
44,1552380.7402522787
45,1552380.7402522787
46,1552380.7402522787
47,1552380.7402522787
48,1552380.7402522787
49,1552380.7402522787
50,1552380.7402522787
51,1552380.7402522787
52,1552380.7402522787
53,1552380.7402522787
54,1552380.7402522787
55,1552380.7402522787
56,1552380.7402522787
57,1552380.7402522787
58,1552380.7402522787
59,1552380.7402522787
60,1552380.7402522787
61,1552380.7402522787
62,1552380.7402522787
