,0
0,1265908.8893056754
1,1269031.1049646433
2,1274925.631805316
3,1273321.4044521677
4,1273504.669517637
5,1276134.4250882815
6,1279198.9840808264
7,1277108.9479853562
8,1277859.3204327591
9,1281915.9674368775
10,1281657.5685151606
11,1286037.299066119
12,1288626.8353612584
13,1293017.1160206934
14,1291728.4389820865
15,1296595.8064907428
16,1293923.5771511085
17,1299286.1439092846
18,1293007.106918172
19,1289024.3050411239
20,1289598.976615033
21,1295616.9907709414
22,1297206.5820281252
23,1296131.6346074853
24,1299128.9746400276
25,1299828.2566571727
26,1300733.3247333025
27,1298918.261933495
28,1296326.5087067175
29,1294373.4310245842
30,1294492.3209660857
31,1286782.0518092744
32,1286312.4399936218
33,1283214.5329017148
34,1287381.4264184618
35,1296287.4736244674
36,1293459.2150144856
37,1297135.1097046596
38,1298824.8133084802
39,1312619.3606151303
40,1314711.373682561
41,1333905.7968049468
42,1329373.049485287
43,1334801.176781586
44,1328260.683293656
45,1327291.5721425004
46,1331667.1189161474
47,1337323.3169640284
48,1337903.8930916418
49,1346504.6547302254
50,1350028.017456079
51,1348147.1751523726
52,1356601.8886860888
53,1361311.202556309
54,1358845.7663572575
55,1360202.941493509
56,1363954.7319599323
57,1363605.123236907
58,1366243.1468550307
59,1367349.562909421
60,1370318.4609100455
61,1365924.5888950645
62,1371773.1241182284
